3,37
5,37
7,37
9,37
11,37
13,37
15,37
17,37
19,37
21,37
23,37
25,37
27,37
29,37
31,37
33,37
35,37
37,37
39,37
1,39
3,39
5,39
7,39
9,39
11,39
13,39
15,39
17,39
19,39
21,39
23,39
25,39
27,39
29,39
31,39
33,39
35,39
37,39
0,37
25,24
20,23
37,28
16,9
30,27
8,25
16,29
17,28
18,17
35,20
4,31
34,25
33,2
26,25
24,19
20,25
15,20
9,16
16,19
15,12
14,11
31,32
25,26
20,11
22,9
22,11
29,16
7,12
37,16
21,36
19,12
28,25
36,29
8,21
22,27
18,25
29,4
36,11
3,34
31,26
13,36
13,4
14,25
21,16
5,32
6,17
1,18
13,32
36,35
13,28
19,8
32,1
34,33
35,30
17,18
16,23
29,34
11,12
15,32
11,36
23,10
34,3
34,29
13,18
22,3
37,6
28,19
25,6
24,17
28,35
32,29
19,16
8,35
8,15
25,10
34,11
36,37
27,14
37,32
5,12
16,31
38,25
30,35
16,3
3,8
8,31
21,20
23,34
4,23
20,1
36,13
12,27
12,1
23,28
27,6
35,0
3,36
30,13
3,22
35,18
17,14
33,26
2,9
15,36
13,0
31,14
12,31
36,15
10,31
6,23
24,31
14,1
21,26
5,18
8,13
15,8
11,10
6,9
25,2
30,19
18,5
5,36
30,33
27,38
27,0
29,6
21,34
8,27
12,29
7,4
33,22
13,20
6,5
13,14
33,38
5,2
37,18
3,14
20,5
31,8
34,9
7,2
33,24
10,29
25,34
14,23
35,4
10,15
2,7
11,30
11,4
17,32
9,18
4,27
6,29
3,28
29,30
32,13
25,36
13,8
29,26
37,36
16,35
20,31
16,25
10,23
7,32
8,3
18,29
19,32
30,23
22,33
15,26
2,15
33,18
24,1
28,31
10,33
10,1
0,19
14,7
12,7
28,33
34,13
9,24
20,29
23,26
24,35
31,24
11,34
7,36
14,27
9,28
4,21
8,37
1,24
2,31
27,16
2,19
0,11
31,28
18,7
30,5
15,34
8,5
6,13
9,14
36,19
32,11
12,17
18,15
20,9
27,22
27,8
21,32
28,15
22,1
13,6
28,7
13,24
0,25
5,10
2,3
33,6
30,29
20,13
9,20
7,18
32,15
13,12
33,10
8,7
26,5
25,12
3,4
17,20
27,10
37,30
3,38
32,5
29,22
29,14
4,7
4,13
4,19
24,23
8,23
1,30
1,22
33,30
18,21
19,36
27,32
28,21
5,26
31,10
25,28
23,38
0,5
26,21
15,4
32,17
4,35
28,27
9,12
21,22
4,25
22,7
19,4
24,13
23,4
18,13
36,9
15,16
20,27
22,29
7,6
32,23
4,11
35,24
20,3
1,34
36,33
20,35
37,14
6,15
32,19
16,1
1,14
24,21
2,27
38,19
37,2
22,15
29,10
28,9
8,1
26,35
37,24
34,7
32,3
24,15
1,6
29,0
14,19
25,20
34,5
10,5
2,35
3,18
33,36
12,37
11,24
30,37
9,10
22,13
16,37
7,38
26,15
31,6
31,38
27,20
1,4
19,20
15,6
11,8
25,32
2,1
27,4
24,7
36,7
26,1
31,20
4,3
2,21
35,28
16,5
1,26
12,21
15,18
19,22
17,2
38,35
38,21
37,0
7,34
37,34
28,29
1,12
38,9
11,20
3,2
12,15
17,12
18,31
25,16
1,32
5,28
11,38
11,16
specials
39, 39, green, 1, False
